TITLE,CODE
Microwave and Optical Technology Letters,EE20
Optik & Photonik,PH40
Optimal Control Applications and Methods,EE30
Progress in Photovoltaics: Research & Applications,EG34
Quality and Reliability Engineering International,ST23
Quantum Engineering,EEF3
Security and Communication Networks,EE23
Security and Privacy,EE20
SID Symposium Digest of Technical Papers,EEH0
Systems Engineering,EE90
The Journal of Engineering,EE00
Transactions on Emerging Telecommunications Technologies,EE20
Wiley Interdisciplinary Reviews: Energy and Environment,EG40
Wind Energy,EG35
Wireless Communications & Mobile Computing,EE25
Academic Emergency Medicine,MD70
Acute Medicine & Surgery,MD70
Aem Education and Training,MD70
Emergency Medicine Australasia,MD70
Journal of Japanese Association for Acute Medicine,MD70
Andrologia,MDW1
Andrology,MDW1
Clinical Endocrinology,MD80
Clinical Obesity,MD83
Diabetes Obesity & Metabolism,MD81
Diabetes/Metabolism: Research and Reviews,MD81
Diabetic Medicine,MD81
"Endocrinology, Diabetes & Metabolism",EDM2
"Endocrinology, Diabetes & Metabolism",MD00
European Diabetes Nursing,MD81
International Journal of Andrology,MDW1
Journal of Diabetes,MD81
Journal of Neuroendocrinology,LSA4
Obesity,MD83
Obesity Reviews,MD83
Obesity Science & Practice,MD83
Pediatric Diabetes,MD81
Pediatric Obesity,MD83
Practical Diabetes International (Incorporating Cardiabetes),MD81
Advanced Sustainable Systems,EN00
Atmospheric Science Letters,ES50
Biotropica,LS27
Earth's Future,EN10
Environmental Quality Management,EN40
GeoHealth,EN00
Integrated Environmental Assessment and Management,EN61
International Journal of Climatology,ES50
Journal of Contemporary Water Resource & Education,EN60
Journal of Industrial Ecology,EN60
Lakes & Reservoirs: Research and Management,EN40
Land Degradation and Development,ES1B
Limnology and Oceanography eLectures,EN60
Meteorological Applications,ES50
Natural Gas & Electricity (Previously: Natural Gas),ECD0
Natural Resource Modeling,MA21
Natural Resources Forum,DS00
Remediation,EN40
Tellus A,ES53
Tellus B,ES53
The Quarterly Journal of the Royal Meteorological Society,ES50
Water and Environment Journal,ES73
Weather,ES50
Wiley Interdisciplinary Reviews - Climate Change,ES50
Evidence-Based Child Health: A Cochrane  Review Journal,MDL0
International Journal of Evidence Based Healthcare,NUC0
Journal of Evidence Based Medicine,MD02
Evolution Letters,LS40
Evolutionary Anthropology,LS41
Journal of Systematics Evolution,LS40
Australian and New Zealand Journal of Family Therapy,PS81
Child Abuse Review,PS32
"Child: Care, Health and Development",FA00
Children & Society,PS32
Developmental Psychobiology,PS30
Family Process,FA00
Family Relations,FA00
Infancy,PS31
Infant Mental Health Journal,PS31
Journal of Family Theory & Review,FA00
Journal of Family Therapy,PS81
Journal of Marital and Family Therapy,PS81
Journal of Marriage and Family,FA00
New Directions For Child & Adolescent Development,FAZ0
Psychology in the Schools,PS60
The Brown University Child and Adolescent  Behavior Letter,PS78
Asia-Pacific Journal of Financial Studies,FI00
European Financial Management,FI10
Financial Accountability & Management,FI00
Financial Management,FI00
"Financial Markets, Institutions & Instruments",FI00
Financial Planning Review,FI20
Financial Review,FI00
International Finance,FI04
International Journal of Finance & Economics,EC00
International Review of Finance,FI00
Journal of Applied Corporate Finance,FI10
Journal of Contingencies and Crisis Management,PO00
"Journal of Money, Credit and Banking",EC10
Journal of Risk and Insurance,FI60
Mathematical Finance,MA22
Review of Behavioral Finance,FI04
Review of Financial Economics,EC90
Risk Analysis,MA81
Risk Management and Insurance Review,FI60
The Journal of Finance,FI00
The Journal of Financial Research,FI00
The Journal of Futures Markets,FI00
Wilmott Journal,FI50
Wilmott Magazine,FI50
World Banking Abstracts,FI05
Australian Journal of Grape and Wine Research,FO37
Cereal Chemistry,FO31
Comprehensive Reviews in Food Science and Food Safety,FO00
Current Protocols in Food Analytical Chemistry,FO00
EFSA Journal,FO00
EFSA Supporting Publications,FO00
Food Science & Nutrition,FO00
International Journal of Dairy Technology,FO00
International Journal of Food Science & Technology,FO00
Journal of Food Biochemistry,FO00
Journal of Food Process Engineering,FO00
Journal of Food Processing and Preservation,FO00
Journal of Food Quality,FO00
Journal of Food Safety,FO00
Journal of Food Science,FO00
Journal of Food Science Education (Electronic),FO00
Journal of Muscle Foods,FO00
Journal of Sensory Studies,FO00
Journal of Texture Studies,FO00
Journal of the Institute of Brewing,FO00
Legume Science,FO00
Lipid Technology,FO34
Lipids,FO34
Quality Assurance & Safety of Crops & Food,FO26
Advances in Digestive Medicine,MDU4
Alimentary Pharmacology & Therapeutics,MD90
Clinical Liver Disease,MD93
Colorectal Disease,MDU0
Digestive Endoscopy,MD92
Diseases of the Esophagus,MD91
GastroHep,MD90
Helicobacter,MD90
Hepatology,MD93
Hepatology Communications,MD93
Hepatology Research,MD93
Inflammatory Bowel Diseases,MD91
JGH Open,MD90
Journal of Digestive Diseases,MD91
Journal of Gastroenterology and Hepatology,MD90
Journal of Viral Hepatitis,MD90
Liver International,MD93
Neurogastroenterology & Motility,MD90
United European Gastroenterology Journal,MD91
DEN Open,MD91
Clinical and Translational Medicine,MD04
Clinical Case Reports,MDA0
Cochlear Implants International,HED0
Cochrane Library,MD02
Internal Medicine Journal,MDA0
Journal of General and Family Medicine,MDA2
Lifestyle Medicine,MDA0
MedComm,MD04
Precision Medical Sciences,MD04
The Laryngoscope,MDU6
Cardiabetes,MD81
Dialysis & Transplantation,MDE0
European Journal of Clinical Investigation,MDA0
Future Prescriber,MD00
Health Science Reports,HE00
health-science-reports_HSR,MDA0
Hiv Medicine,MDD2
HLA,MD52
International Journal of Clinical Practice,MDA0
Journal of Hospital Medicine,MDA0
Journal of Internal Medicine,MDA0
Journal of Tissue Engineering and Regenerative  Medicine,MD52
Medical Education,MD06
Medical Journal of Australia,MDA0
Mount Sinai Journal of Medicine: A Journal of Personalized and Translational Medicine,MD00
Prescriber,MD00
The Clinical Teacher,MD06
The Hospitalist,MDA0
Trends in Urology Gynaecology & Sexual Health,MDW0
World Psychiatry,MD00
Art History,AA10
Oxford Today,BA00
The Art Book,AA00
Agricultural and Forest Entomology,LSC0
American Journal of Human Biology,LS20
American Journal of Primatology,LS02
Annals of Applied Biology,LS90
Annals of the New York Academy of Sciences,LS00
Bioelectromagnetics,PHD0
Biological Journal of the Linnean Society,LS40
Biological Reviews,LS00
Biologie in Unserer Zeit (Biuz),LS00
Biotechnology & Bioengineering,LS35
Biotechnology and Applied Biochemistry,LS35
Biotechnology Journal,LS35
Biotechnology Progress,LS35
Developmental Dynamics, > 
Engineering in Life Sciences,LS35
European Journal of Lipid Science and Technology,FO34
Evidence-based Preclinical Medicine,LS00
FASEB BioAdvances,LS01
Feddes Repertorium,LS90
Forschung,LS00
Fossil Record-Mitteilungen Aus Dem Museum Fuer  Naturkunde,ES1A
Fossils and Strata,LS00
Freshwater Biology,LS20
GCB Bioenergy,LS35
Gene Function & Disease,LS00
German Research,LS00
Global Change Biology,LS2K
human_ontogenetics,AN30
Imaging & Microscopy (Electronic),CH1A
Infocus Magazine,CH1A
International Review of Hydrobiology,LS29
Iubmb Life,LS30
Journal of Basic Microbiology,MDD3
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,LS00
Lebensmittelchemie,FO25
Microbial Biotechnology (Electronic),LS50
Microscopy and Analysis - Americas,LSB0
Microscopy and Analysis - Asia/Pacific,CH1A
Microscopy and Analysis - Europe,LS00
Microscopy and Analysis - Uk,CH1A
Mitteilungen Aus Dem Museum Fuer Naturkunde in  Berlin-Deutsche Entomologische Zeitschrift,LSC0
Molecular Nutrition & Food Research (Formerly Nahrung/Food),FO00
"Plants, People, Planet",LS90
Synthetic Biology (Electronic),ED00
The FASEB Journal,LS01
The Journal of Experimental Zoology,LS20
Zoo Biology,LS80
Zoosystematics and Evolution - Mitteilungen Aus Dem Museum Fur Naturkunde Zu Berlin,LS44
American Journal of Medical Genetics,LS63
American Journal of Medical Genetics B,LS63
American Journal of Medical Genetics C,LS63
American Journal of Medical Genetics Part A,LS63
Annals of Human Genetics,LS61
Birth Defects Research,LS63
Birth Defects Research,LS63
Birth Defects Research Part A: Clinical and Molecular Teratology,LS61
Birth Defects Research Part B: Developmental and Reproductive Toxicology,LS63
Birth Defects Research Part C: Embryo Today Reviews,LS63
Cladistics,LS41
Clinical Genetics,MD1A
Congenital Anomalies,LS60
Current Protocols in Bioinformatics,LSG0
Current Protocols in Human Genetics,LS60
Development Growth & Differentiation,MD13
Environmental and Molecular Mutagenesis,LS60
Evolution,LS41
Evolution and Development,LS40
Genesis: the Journal of Genetics and Development,LS30
Genetic Epidemiology,LS61
Human Mutation,LS60
Journal of Evolutionary Biology,LS40
Journal of Genetic Counseling,LS61
Molecular Genetics & Genomic Medicine,LS60
Prenatal Diagnosis,MDG0
The Journal of Gene Medicine,MD51
Antipode,GE00
Area,GE00
Asia Pacific Viewpoint,GE00
Bulletin of Latin American Research,GE00
Business Strategy and the Environment,DS00
Corporate Social Responsibility and Environmental Management,DS00
Economic Geography,GE2B
Environmental Policy and Governance,DS00
Focus on Geography,GE00
Geo: Geography and Environment,GE00
Geografiska Annaler Series A: Physical Geography,GE00
Geografiska Annaler Series B: Human Geography,GE00
Geographical Analysis,GE01
Geographical Research,GE00
Geographical Review,GE20
Geography Compass (Electronic),GE00
Growth and Change,DS80
Journal of Biogeography,LS2K
Journal of International Development,DS00
Journal of Quaternary Science,ES19
Journal of Regional Science,DS80
New Zealand Geographer,GE00
Papers in Regional Science,GE70
Permafrost and Periglacial Processes,ES17
"Population, Space and Place (Previously:-Int Journal of Population Geography)",GE00
Regional Science Policy and Practice,GE00
Singapore Journal of Tropical Geography,GE00
Sustainable Development,DS00
The Canadian Geographer/Le Geographe Canadien,GE00
The Geographical Journal,GE00
The Latin Americanist,PO16
The Photogrammetric Record,ES1C
Tijdschrift Voor Economische En Sociale Geografie,GE00
Transactions in Gis,ES1C
Transactions of the Institute of British Geographers,GE00
Aging Medicine,MDB0
Australasian Journal on Ageing,MDB0
Geriatrics & Gerontology International,MDB0
Journal of American Geriatrics Society,MDB0
Psychogeriatrics,MDB0
Alcoholism,HE61
American Journal of Industrial Medicine,HE56
Australian and New Zealand Journal of Public Health,HE52
Australian Journal of Rural Health,HEZ0
Drug and Alcohol Review,HE60
Focus on Alternative and Complementary Therapies An Evidence-Based Approach,HE11
Health & Social Care in the Community,HE10
Health Economics,EC61
Health Expectations,HE10
Health Information & Libraries Journal,HE10
Health Promotion Journal of Australia,HE52
Health Services Research,HE00
International Journal of Health Planning and  Management,HE53
Journal For Healthcare Quality,HE30
Journal of Evaluation in Clinical Practice,HE10
Journal of Healthcare Risk Management,HE06
Journal of School Health,FA10
Perspectives on Sexual and Reproductive Health,SOG0
Studies in Family Planning,SOG0
The Journal of Continuing Education in the  Health Professions,MD06
The Journal of Rural Health,HE10
The Milbank Quarterly,HE00
Value in Health,HE50
Advances in Cell & Gene Therapy ,MDC0
American Journal of Hematology,MDC0
British Journal of Haematology,MDC0
European Journal of Haematology,MDC0
Haemophilia,MDC0
International Journal of Laboratory Hematology,MDC2
Isbt Science Series: the International Journal of Intracellular Transport,MDC1
Journal of Clinical Apheresis,MDC0
Journal of Thrombosis and Haemostasis,MDC0
Microcirculation,MD40
Research and Practice in Thrombosis and Haemostasis,MDC3
Transfusion,MDC0
Transfusion Alternatives in Transfusion Medicine,MDC1
Transfusion Medicine,MDC1
Vox Sanguinis,MDC1
Annual Bulletin of Historical Literature,HI00
Australian Economic History Review,EC06
Australian Journal of Politics and History,PO00
Centaurus,HI60
Diplomatic History,HIA0
Early Medieval Europe,HI04
Economic History Review,EC06
Gender & History,HI71
Historical Research,HI00
History,HI00
History and Theory,HI00
History Compass (Electronic),HI00
History of Education Quarterly,HI70
Journal For Eighteenth-Century Studies,HI06
Journal of Religious History,HI80
Journal of Supreme Court History,HI30
Parliamentary History,HI44
Renaissance Studies,HI48
The Historian,HI00
The Journal of the Historical Society,HI00
Chemistry & Industry,CH30
Journal of Surfactants and Detergents,CH34
Journal of the American Oil Chemists' Society,CH30
Mining Report,IE00
Packaging Technology and Science,IE40
Influenza and Other Respiratory Viruses,MDD2
Journal of International AIDS Society,MDD2
Journal of Travel Medicine,MDD5
Tropical Medicine & International Health,MDD2
Advanced Intelligent Systems,EE70
Information Systems Journal,ED30
International Journal of Intelligent Systems,CS30
Learned Publishing,ED30
Proceedings of the American Society For Information Science & Technology (Electronic),CS00
The Electronic Journal of Information Systems in Developing Countries,ED30
View,BEZ0
Wiley Interdisciplinary Reviews - Data Mining and Knowledge Discovery,ED30
British Journal of Learning Disabilities,HEH0
Journal of Applied Research in Intellectual Disabilities,HEH0
Journal of Intellectual Disability Research,HEH0
Journal of Policy and Practice in Intellectual Disabilities,HEH0
Learning Disabilities Research & Practice,ED72
Die Unterrichtspraxis/Teaching German,LG20
Foreign Language Annals,LG20
International Journal of Applied Linguistics,LG20
Journal of Sociolinguistics,LG21
Language Learning,LG20
Linguistics & Language Compass (Electronic),LG00
Linguistics Abstracts,LG00
Modern Language Journal,LG20
Studia Linguistica,LG00
Syntax,LG11
TESOL Journal,LG26
TESOL Quarterly,LG26
Transactions of the Philological Society,LG00
World Englishes,LG55
Alternatives To the High Cost of Litigation,LA57
American Business Law Journal,LA12
European Law Journal,LA00
Family Court Review,LA10
Journal of Empirical Legal Studies,LA00
Journal of Law and Society,LA00
"Journal of Law, Medicine & Ethics",LA1E
Juvenile and Family Court Journal,LA10
Law & Policy,LA00
Law & Social Inquiry,LA00
Law & Society Review,LA00
Legal Studies,LA00
Management Report For Nonunion Organizations,BA51
Negotiation Journal,LA55
Ratio Juris,LA00
Review of European Community & International Enviromental Law,LA00
The Journal of World Intellectual Property,LA00
The Modern Law Review,LA00
Critical Quarterly,LT00
English Literary Renaissance,LT40
German Life and Letters,LT60
Leviathan,LT50
Literature Compass (Electronic),LT00
Milton Quarterly,LT40
Orbis Literarum,LT00
Poe Studies,LT50
Steinbeck Review,LT50
The F. Scott Fitzgerald Review,LT50
The German Quarterly,CU00
The Mark Twain Annual,LT50
The Russian Review,CU00
The Yale Review,LT00
Advanced Biosystems,MS00
Advanced Electronic Materials,MS40
Advanced Energy Materials,MS00
Advanced Engineering Materials,MS00
Advanced Functional Materials,MS00
Advanced Healthcare Materials,MS00
Advanced Materials,MS00
Advanced Materials Interfaces,MS80
Advanced Materials Technologies,MS00
Advanced Optical Materials,MS00
Advanced Science,MS00
Advanced Theory and Simulations,MS90
Aggregate,MS00
Analytical Science Advances,MSA0
Ceramic Engineering and Science Proceedings,MS20
Chemical Vapor Deposition,MS00
"Chemnanomat Chemistry of Nanomaterials For Energy, Biology",NT20
EcoMat,MS00
Energy & Environmental Materials,CHA1
Fatigue & Fracture of Engineering Materials and Structures,ME60
InfoMat,MS00
International Journal of Applied Ceramic Technology,MS20
International Journal of Applied Glass Science,MS20
Journal of the American Ceramic Society,MS20
Journal of Vinyl & Additive Technology,MS00
Materials and Corrosion/Werkstoffe Und Korrosion,MS70
Materialwissenschaft Und Werkstofftechnik,MS00
Medical Devices & Sensors,MS00
Particle & Particle Systems Characterization,CH30
Polymer Composites,MSF0
Polymer Crystallization,PHF0
Polymer Engineering & Science,PY00
Small,NT00
Small methods,MS00
SmartMat,MS00
Solar RRL,MS00
Sports Technology,ME00
Steel Research International,MS00
Surface and Interface Analysis,MS80
SusMat,MS00
Communications on Pure & Applied Mathematics,MA20
Complexity,MAB0
Gamm - Mitteilungen,MA00
Journal of Combinatorial Designs,MA00
Journal of Graph Theory,MAD0
Mathematical Methods in the Applied Sciences,MA81
Mathematische Nachrichten,MA00
Networks: An International Journal,MA20
Numerical Linear Algebra With Applications,MA11
Numerical Methods For Partial Differential  Equations,MA32
Proceedings in Applied Mathematics & Mechanics,MA00
Random Structures and Algorithms,MA90
Studies in Applied Mathematics,MA20
Zamm-Zeitschrift Fuer Angewandte Mathematik Und  Mechanik,MA00
Experimental Techniques,ME00
Heat Transfer - Asian Research  (Formerly  Heat Transfer-Japanese Research),ME00
Human Factors and Ergonomics in Manufacturing,ME00
International Journal For Numerical Methods in Engineering,MEA0
International Journal For Numerical Methods in Fluids,MEA0
International Journal of Numerical Methods in Biomedical Engineering,MEA0
Lubrication Science,ME00
Material Design & Processing Communications,ME10
Strain,MSA0
Addiction,ED67
Addiction Biology,LSA0
The American Journal on Addictions,HE60
The Brown University Digest of Addiction Theory  and Application,HE60
Cellular Microbiology,LS50
Clinical Microbiology and Infection,MDD0
Current Protocols in Microbiology,LS50
Environmental Microbiology,LS22
Environmental Microbiology Reports,LS22
Fems Microbiology Ecology,LS22
Fems Microbiology Letters,LS50
Fems Microbiology Reviews,LS50
Fems Yeast Research,LS50
Journal of Applied Microbiology,LS54
Journal of Medical Primatology,MD60
Journal of Medical Virology,MDD0
Letters in Applied Microbiology,LS54
Microbiology and Immunology,LS50
MicrobiologyOpen,LS50
Molecular Microbiology,LS52
New Microbes and New Infections,MDD0
Pathogens and Disease,LS50
Reviews in Medical Virology,MDD2
The Journal of Eukaryotic Microbiology,MDD3
Yeast,LS50
Curator The Museum Journal,AA40
Museum International,AA40
Museum International Edition Francaise,AA40
Journal of Interdisciplinary Nanomedicine,NT40
Wiley Interdisciplinary Reviews - Nanomedicine and  Nanobiotechnology,NT50
Hemodialysis International,MDE0
Nephrology,MDE0
Seminars in Dialysis,MDE0
Therapeutic Apheresis and Dialysis,MDE0
Acta Neurologica Scandinavica,MDF0
Annals of Clinical and Translational Neurology,MDF0
Annals of Neurology,MDF0
Brain and Behavior,MDF0
Developmental Medicine & Child Neurology,MDF0
Epilepsia,MDF0
Epilepsia Open,MDF1
Epilepsy Currents,MDF0
Epileptic Disorders,MDF0
European Journal of Neurology,MDF0
Headache,MDF0
International Journal of Stroke,MDF0
Journal of Neuroimaging,MDF0
Journal of Sleep Research,MDF0
Journal of the Peripheral Nervous System,MDF0
Movement Disorders,MDF0
Movement Disorders Clinical Practice,MDF0
Muscle and Nerve,MDF0
Neurology and Clinical Neuroscience,MDF0
Neuromodulation,MDF0
Progress in Neurology and Psychiatry,MDF0
Sleep and Biological Rhythms,MDF0
World Stroke Academy,MDF0
Cns: Neuroscience and Therapeutics,LSA0
Current Protocols in Neuroscience,LS80
Developmental Disabilities Research Review,PS38
Developmental Neurobiology,LSA0
European Journal of Neuroscience,LSA0
"Genes, Brain and Behavior",LSA0
Glia,LSA0
Hippocampus,LSA0
Human Brain Mapping,LSA0
Journal of Neurochemistry,LSA0
Journal of Neuroscience Research,LSA0
Journal of Pineal Research,LSA0
Synapse,LSA0
The Journal of Comparative Neurology,LSA3
Wiley Interdisciplinary Reviews: Cognitive Science,PS22
AORN Journal,NU00
AORN Journal,NU00
International Journal of Mental Health Nursing,NUA0
International Journal of Nursing Practice,NU00
International Journal of Nursing Terminologies and  Classification,NU00
International Journal of Older People Nursing,NU00
International Journal of Urological Nursing,NU00
International Nursing Review,NU00
Japan Journal of Nursing Science,NU00
Journal For Specialists in Pediatric Nursing,NU90
Journal of Advanced Nursing,NU00
Journal of Child and Adolescent Psychiatric Nursing,NU00
Journal of Clinical Nursing,NU00
Journal of Forensic Nursing,NUA0
Journal of Nursing and Healthcare of Chronic Illne Ss: An International Interdisciplinary Journal,NU00
Journal of Nursing Management,NU00
Journal of Nursing Scholarship,NU00
"Journal of Obstetric, Gynecologic & Neonatal Nursing",NU95
Journal of Psychiatric & Mental Health Nursing,NU00
Journal of Renal Care,NU00
Journal of the American Academy of Nurse Practitioners,NUD0
Journal of the American Association of Nurse Practitioners,NUD0
Nurse Author & Editor,N/A
Nursing & Health Sciences,NU00
Nursing For Womens Health,NU95
Nursing Forum,NU00
Nursing in Critical Care,NU00
Nursing Inquiry,NU00
Nursing Open,NU00
Nursing Philosophy,NU00
Perspectives in Psychiatric Care,NU00
Public Health Nursing,NU42
Rehabilitation Nursing,NU00
Research in Nursing & Health,NU00
Scandinavian Journal of Caring Sciences,HE10
World Views on Evidence-Based Nursing,NUC0
Journal of Human Nutrition & Dietetics,HE82
Journal of Parenteral and Enteral Nutrition,HE80
Maternal & Child Nutrition,HE82
Nutrition & Dietetics,HE80
Nutrition Bulletin,HE82
Nutrition in Clinical Practice,HE80
Nutrition Reviews,HE80
Acta Obstetricia et Gynecologica Scandinavica,MDG0
Australian and New Zealand Journal of Obstetrics and Gynaecology,MDG0
Birth,NU95
Bjog: An International Journal of Obstetrics & Gynaecology,MDG0
International Journal of Gynecology & Obstetrics,MDG0
Journal of Midwifery and Women's Health,NU00
Journal of Obstetrics and Gynaecology Research (Electronic),MDG0
Neurourology and Urodynamics,MDW0
Reproductive Medicine and Biology,MDG0
The Obstetrician & Gynaecologist,MDG1
Ultrasound in Obstetrics and Gynecology,MDG0
Asia-Pacific Journal of Clinical Oncology,MDH0
CA: A Cancer Journal For Clinicians,MDH0
Cancer,MDH0
Cancer Communications,MDH3
Cancer Cytopathology,MDH0
Cancer Medicine,MDH0
Cancer Reports,MDH0
Cancer Science,MDH0
Cytopathology,MDK0
European Journal of Cancer Care,HE10
"Genes, Chromosomes and Cancer",MDH0
Head & Neck: Journal For the Sciences &  Specialties of the Head and Neck,MDU0
Hematological Oncology,MDC0
International Journal of Cancer,MDH0
Journal of Surgical Oncology,MDH0
Molecular Carcinogenesis,MDH0
Pediatric Blood & Cancer,MDH0
Precision Radiation Oncology,MDH0
Psycho-Oncology,MDH1
Puz - Verzeichnis,MDH0
The Breast Journal,MD20
The Oncologist,MDH0
The Prostate,MDW0
Thoracic Cancer,MDH0
Acta Ophthalmologica,MDJ1
Clinical & Experimental Ophthalmology,MDJ0
Clinical and Experimental Optometry,MDJ2
Ophthalmic and Physiological Optics,HEG0
Laryngoscope Investigative Otolaryngology,MDU6
Basic and Applied Pathology (Electronic),MDK0
Brain Pathology,MDK0
Diagnostic Cytopathology,MDK0
Histopathology,MDK0
International Journal of Experimental Pathology,MDK0
Journal of Clinical Laboratory Analysis,MD10
Neuropathology,MDK0
Neuropathology & Applied Neurobiology,MDK0
Pathology International,MDK0
The Journal of Pathology,MDK0
The Journal of Pathology: Clinical Research,MD00
Acta Paediatrica,MDL0
Barnlakaren,MDL0
Journal of Paediatrics and Child Health,MDL0
Paediatric & Perinatal Epidemiology,HE10
Paediatric and Neonatal Pain,MDL0
Pediatric Anesthesia,MD30
Pediatrics International,MDL0
Journal of Popular Music Studies,AA80
Music Analysis,AA80
Current Protocols in Toxicology,CH63
Journal of Pharmacy and Pharmacology,CH60
Advanced Therapeutics,MDM0
Archives of Drug Information,MDM0
Autonomic & Autacoid Pharmacology,MDM0
Basic and Clinical Pharmacology & Toxicology,MDM0
Biopharmaceutics & Drug Disposition,CH62
British Journal of Clinical Pharmacology,MDM0
British Journal of Pharmacology,MDM0
Clinical and Experimental Pharmacology and Physiology,MDM0
Clinical and Translational Science,MD10
Clinical Pharmacology & Therapeutics,MDM1
Clinical Pharmacology in Drug Development,MDM1
CPT: Pharmacometrics & Systems Pharmacology,MDM1
Current Protocols in Pharmacology,MDM0
Drug Development Research,MDM0
Fundamental & Clinical Pharmacology,MDM0
International Journal of Pharmacy Practice,MDM2
JACCP: Journal of the American College of Clinical Pharmacy,MDM0
Journal of Clinical Pharmacy & Therapeutics,MDM0
Journal of Pharmaceutical Health Services Research,MDM2
Journal of Pharmacy Practice and Research,MDM2
Neuropsychopharmacology Reports,MD00
Pharmacoepidemiology and Drug Safety,MDM0
Pharmacology Research & Perspectives,MDM0
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,MDM0
Phytotherapy Research,MDM0
The Brown University Child and Adolescent  Psychopharmacology Update,MDN4
The Brown University Geriatric Psychopharmacology  Update,MDM0
The Brown University Psychopharmacology Update,MDM0
The Journal of Clinical Pharmacology,MDM1
Traditional & Kampo Medicine,MDM0
Analytic Philosophy,PLA0
Aristotelian Society Supplementary Volume,PL00
Bioethics,PL22
Dialectica,PLA0
European Journal of Philosophy,PL10
Hastings Center Report,PL22
Hypatia,PLP0
Journal of Aesthetics and Art Criticism,PL70
Journal of Applied Philosophy,PL21
Journal of Chinese Philosophy,PL60
Journal of Social Philosophy,PLN0
Metaphilosophy,PL90
Midwest Studies in Philosophy,PL00
Mind & Language,PLG0
Nous,PL00
Pacific Philosophical Quarterly,PL00
Philosophical Forum,PL00
Philosophical Investigations,PL00
Philosophical Issues,PL00
Philosophical Perspectives,PL00
Philosophy and Phenomenological Research,PL12
Philosophy and Public Affairs,PLN0
Philosophy Compass (Electronic),PL00
Proceedings of the Aristotelian Society (Hardback),PL00
Ratio,PLA0
The Journal of Political Philosophy,PL50
The Philosophical Quarterly,PL00
The Southern Journal of Philosophy,PL00
,PL00
Thought,PL00
Batteries & Supercaps,CHA1
ChemPhotoChem,CH93
Advanced Quantum Technologies,PHG1
Annalen Der Physik,PH00
Contributions To Plasma Physics,PH00
Crystal Research and Technology,PH00
Fortschritte Der Physik/Progress of Physics,PH00
Global Challenges,SS50
Laser & Photonics Reviews,PH00
Laser Physics Letters,PH40
Laser Technik Journal,PH00
Physica Status Solidi - Rapid Research Letters,PH60
Physica Status Solidi (A) Applications and Materials Science,PH60
Physica Status Solidi (B) Basic Solid State  Physics,PH60
Physica Status Solidi (C) - Current Topics in Solid State Physics,PH60
Physik in Unserer Zeit (Phiuz),PH00
Physik Journal,PH00
Vakuum in Forschung Und Praxis,MS80
American Journal of Botany,LS90
Applications in Plant Sciences,LS90
Botanical Journal of the Linnean Society,LS90
Curtis's Botanical Magazine,LS90
Eppo Bulletin,LS90
Food and Energy Security,LS90
Forest Pathology,LS92
Journal of Integrative Plant Biology,LS90
Journal of Phycology,LS91
Journal of Phytopathology,LS92
Molecular Plant Pathology,LS90
New Phytologist,LS90
Nordic Journal of Botany,LS90
Phycological Research,LS91
Physiologia Plantarum,LS90
Plant Biology,LS90
Plant Biotechnology Journal,LS90
Plant Breeding,LS95
Plant Cell & Environment,LS90
Plant Direct,LS90
Plant Pathology,LS90
Plant Species Biology,LS90
The Plant Journal,LS90
"Africa Research Bulletin: Political, Social and Cultural Series",DS00
American Journal of Political Science,PO00
Asian Politics and Policy,PO14
British Journal of Politics & International Relations,PO00
Constellations: An International Journal of Critical and Democratic Theory,PO00
Digest of Middle East Studies,PO15
Ethics and International Affairs,PL25
European Journal of Political Research,PO00
European Journal of Political Research Political Data Yearbook,PO00
European Policy Analysis,POZ0
Foreign Policy Analysis,PO30
Global Networks,GE00
Global Policy,PO00
Governance,PO71
Government and Opposition,PO00
International Affairs,PO00
International Studies Perspectives,PO30
International Studies Quarterly,PO30
International Studies Review,PO30
JCMS: Journal of Common Market Studies,PO00
Latin American Politics and Society,PO16
Legislative Studies Quarterly,PO00
Middle East Policy,PO15
Nations and Nationalism,PO00
New Perspectives Quarterly,PO00
Pacific Focus,PO00
Peace & Change,PO34
Policy & Internet,PO70
Policy Studies Journal,PO70
Political Insight,PO00
Political Psychology,PS00
Political Science Quarterly,PO00
Political Studies,PO00
Political Studies Review,PO00
Politics,PO00
Politics & Policy,PO70
Poverty & Public Policy,PO70
Presidential Studies Quarterly,PO12
Public Policy Research,PO00
Regulation & Governance,PO00
Review of Policy Research,PO70
"Risk, Hazards & Crisis in Public Policy",PO70
Scandinavian Political Studies,PO00
Studies in Ethnicity and Nationalism,PO00
Swiss Political Science Review,PO00
The Political Quarterly,PO00
World Medical & Health Policy,PO70
Advances in Polymer Technology,PY10
Journal of Applied Polymer Science,PY00
Journal of Biomedical Materials Research,PY00
Journal of Biomedical Materials Research Part A,PY00
Journal of Biomedical Materials Research Part B: Applied Biomaterials,MS00
Journal of Polymer Science (In Two Sections),PY30
Journal of Polymer Science Part A: Polymer Chemistry,PY00
Journal of Polymer Science Part B: Polymer Physics,PY00
Macromolecular Bioscience,PY00
Macromolecular Chemistry and Physics,PY00
Macromolecular Materials & Engineering,PY00
Macromolecular Rapid Communications,PY00
Macromolecular Reaction Engineering,PY00
